user_id	name	review_count	yelping_since	fans	cool	cute	funny	hot	list	more	note	photos	plain	profile	writer	uv_cool	uv_funny	uv_useful	average_rate
fVKVNo3X5qLWQUyqB30smA	Bobby	152	2010-02-01	2	1	NA	1	NA	NA	1	2	NA	NA	NA	NA	22	21	94	low
n4Xo49fhi2YDB5q2Os9RpA	Georgie	10	2010-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	13	low
mF4WLIpMIs01XVriRxy0mQ	Katherine	11	2013-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	2	low
pefVcILrG0JCD6YeS37s6Q	Fernando	58	2010-11-01	1	NA	NA	2	NA	NA	NA	1	NA	NA	NA	1	29	51	136	low
N9cWDLA5RgbGo00N1z9Cng	Lindsay	83	2010-08-01	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	5	27	29	132	low
HqYtgTmf7OPTv2yZKjrLYw	Sofia	31	2011-02-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	13	88	low
Ct-u4XN4cGdPc3H4HZAwtQ	Mark	8	2010-12-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	low
7cR92zkDv4W3kqzii6axvg	Vern	256	2008-12-01	20	24	2	4	20	2	2	35	1	29	NA	15	403	369	731	low
Q37v48zuF-cXEDToFuy4Rg	Margie	24	2010-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	5	low
IY_O5LPqNiHVGrEmXkMBgQ	MIKE	8	2010-11-01	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	3	7	low
PhsGjse7WnOxKr0GC1NyBw	Suzanne	2	2013-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	low
vYvIxVpNmx7oUkBVwZALMQ	Tanya	41	2008-07-01	0	1	NA	NA	NA	NA	1	NA	NA	4	NA	NA	10	8	28	low
xunyzKBmLXp5aXXaObkgKw	Steve	6	2012-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	8	low
gAQCJep1C81sJevoigBD4g	R	3	2010-11-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	low
7fsfvAZXpbeg20v5igfHMA	Tatjana	141	2006-02-01	13	16	4	15	14	2	3	3	2	10	NA	5	133	152	206	low
V3ITtKg7jkHNWOU0aod7eA	Juan	18	2010-05-01	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3	5	32	low
Xu6o13cYyUbFasRh4i5PuA	Tuan	225	2009-04-01	6	36	NA	10	12	NA	7	22	6	52	NA	10	192	83	347	low
6RuyOE6fXF5QzSeKAOTCrw	Vicki	13	2012-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	5	low
RXkUQe5kkaW-aXnCjyOErw	Rebecca	20	2013-07-01	1	1	1	1	1	NA	NA	NA	1	4	NA	NA	8	5	21	low
PY4J4h-A3uIajO37BO_P7Q	Bill	88	2009-02-01	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	7	33	41	low
4fcRjq0HzDlNsK1GnvFlxA	This One	39	2012-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	20	low
Rh5HaYluCpQuoFG5K-wuGg	Cindy	4	2010-04-01	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	0	8	low
IeNHVYXSRfmCV3aN330ZPg	Eddie	54	2009-02-01	4	2	NA	1	NA	NA	1	1	NA	NA	NA	NA	47	11	74	low
1bV0I0j-YzDcfiXK2M-U8A	Lily	121	2011-04-01	0	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	15	12	80	low
hMKVWYZJX0PEonqpyNfEXQ	abby	54	2010-03-01	1	1	NA	NA	2	NA	NA	NA	NA	1	NA	NA	9	11	32	low
gGNJws7j5m9TdwWElPbYnw	Louis	4	2010-08-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	3	low
JkFGGaL-YBdtf6_mXfhrCg	Scott	2	2011-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
PpTVxjqOiEMCIwfyrUpikg	Blackjack	57	2008-03-01	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	17	34	84	low
VZmOxVhTiHUe4K4sJdM7_w	Janis	40	2010-04-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5	18	low
j1UagK_zBh0O5ITmcQFsvQ	Eloise	97	2012-02-01	1	1	NA	NA	NA	NA	NA	2	NA	1	NA	1	62	48	124	low
1UNDhcdgvL1N3SbRPbu7Ew	Read	2	2011-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	low
dC5iPaE1EPIQ1-TC_Qwjuw	Margie	164	2008-09-01	0	5	NA	NA	1	NA	1	1	1	2	1	1	11	15	38	low
ar7ptrPGLLTjlUKmBLIKMg	Sara	16	2010-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	30	low
Kuz7m4sxJAdXeUTN2tP1BA	Wayne	274	2007-11-01	5	42	5	11	18	3	2	12	7	44	2	7	228	205	388	low
I2pUg-DeaOWaSwgcUcjilA	Eve	15	2009-04-01	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	9	6	25	low
HwYpe3tVcuPBkXFSuOe43A	Natalia	19	2010-01-01	0	1	NA	NA	NA	NA	2	1	NA	NA	NA	NA	10	16	41	low
tb3sByk7StMqeU2cIS5-Qw	Jay	43	2009-05-01	3	2	NA	NA	1	NA	2	1	NA	NA	NA	1	21	6	63	low
hRy9-3-MT2_g9EBUU_Is_A	Jeff	59	2010-01-01	0	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	19	15	53	low
oF24hmE7kD0komagZVLN7A	Richard	18	2013-05-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	4	low
mha1Xd0asQfPeETU9Hx3vw	Stephanie	114	2007-07-01	2	8	NA	6	7	NA	2	2	2	3	NA	2	85	101	156	low
a_unrewcU4xjatdAIvxk6Q	Nancy	16	2012-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	5	low
X-b0du6ivnH6x9zuvSxoYg	Ashley	19	2012-12-01	0	2	NA	NA	1	NA	NA	NA	NA	NA	NA	1	5	5	15	low
_A6Cq2day7XFnw_h8F7nVw	Richard	3	2009-10-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
pVyamqy7E4YWD_fxaqc7WA	Rolando	3	2012-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	low
kCXKKXr_FAOrjaWbojyXtw	jon	17	2009-09-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	14	57	low
B8cYcBWW9bkEJKR46Jou7g	David	783	2009-05-01	14	67	NA	2	23	NA	6	6	NA	17	1	11	289	151	617	low
zS_iFe4xQOODPfAXjw-leA	Claudia	4	2013-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	low
0-z6l96YMPz9M6BCs-VLnw	Leigh	10	2012-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	4	low
gLyekcxmLOoaMTYXKOF-1Q	Carol	368	2009-01-01	4	26	2	6	8	NA	2	11	7	19	1	8	167	135	432	low
ZtIMT4Fns15h92OQiwRdCQ	Janet	12	2011-02-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	6	8	48	low
RNJXqDHE7fhD1KK8CdIJPA	Navin	60	2011-02-01	1	1	NA	NA	1	NA	NA	2	NA	2	NA	1	36	39	146	low
HYKJm1hV-IKke-AskhuYNw	Michelle	40	2010-01-01	0	3	NA	NA	1	NA	1	NA	NA	2	NA	1	11	15	41	low
iRUi91-w7Rnyi0fVg4D5Tw	Sarah	73	2011-06-01	1	3	NA	4	NA	NA	NA	3	NA	1	NA	2	50	116	150	low
zpXplaTZOxXuzJytEC4KLQ	Senna	287	2007-06-01	17	113	15	55	85	1	10	52	6	99	4	9	415	480	692	low
u2xIll_rt34SzZ4c1xBbKA	Ted	4	2013-12-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	low
Q3fOGZT4YlIZu1gLDooxrA	Ryan	246	2007-05-01	24	395	45	291	488	23	35	152	26	446	55	116	1588	1633	1811	low
6YB7nN2wwdmpgwCaSPSjVA	Z	22	2012-09-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	4	17	low
qmvLXtui-i6KNcjMy7FVQw	Tiffany	6	2010-09-01	2	3	NA	NA	2	NA	1	NA	NA	1	NA	NA	7	7	26	low
IUYeHYyYAcL6SKbeVI92AQ	sara	6	2008-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	4	5	25	low
qZplEAK_DziQQ-WFD1xxgw	Jeni	49	2012-06-01	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	8	36	low
LAOPwSOmjWOiQNA8orJvvQ	Mike	228	2008-09-01	11	76	2	4	34	1	3	28	2	114	NA	30	190	124	502	low
t8ut3Apq8XSU4FSDMqUkqg	Jessica	1	2013-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	low
xTxoKlOIZaNoeCXbnUZTvA	Cookie	39	2008-03-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	8	45	low
w10nZXNJA0ilMJYv7E5HGA	Dave	15	2014-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0	1	3	low
oIKzfRJKouHWlmwOpBGPBQ	Erin	2	2006-02-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	low
4ktUJ5frLvX32YZPrvDH4g	Jose	42	2011-03-01	0	2	NA	2	4	NA	2	1	NA	2	NA	1	23	26	51	low
VLBEI6V097km-eVpBKTSsw	Joe	26	2010-04-01	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	19	15	74	low
mwc5faIIa44xqQt5aWySNw	Russell	161	2010-02-01	4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	4	33	28	108	low
uT-Na-ZSHnOg1WfcDRxrWA	Angelica	112	2009-12-01	5	6	1	4	9	NA	3	1	2	2	NA	2	67	34	105	low
QDYycbzKLF0Sd6jgf0wDRQ	shereen	16	2011-03-01	1	9	NA	NA	2	NA	NA	NA	NA	2	NA	NA	10	6	23	low
gnHG0HLsquYl4dX5_9jhWQ	Melani	13	2012-02-01	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	5	11	low
oGrBhuLCk90LtS4bgG5LFQ	Elaine	18	2013-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	2	15	low
_IjKfYOYG9CSiPY9UbudcA	Brad	36	2012-10-01	1	3	NA	4	1	NA	NA	3	NA	1	NA	3	9	10	47	low
OUCZsZdb9PS5edTh_G0VrQ	Rob	49	2008-01-01	0	3	NA	1	1	NA	NA	NA	NA	NA	NA	NA	14	6	30	low
bETZuVyByuZDhQSxKK5rig	Amy	88	2008-07-01	1	9	NA	NA	6	NA	2	7	NA	9	NA	2	29	36	80	low
dB7-x4PxV7V1NfKajY4itA	Alfonso	14	2011-05-01	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	2	1	low
xioWPmtVDRYnKSDUnGS_fA	Dusty	12	2014-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	2	low
LVIM704TaKZvVoZBf5ybuw	Tays	191	2007-12-01	5	14	1	15	8	NA	6	36	15	46	5	13	60	43	201	low
LLOWWnJ9XctClLOBZgBy1g	William	102	2011-07-01	1	2	NA	NA	NA	NA	NA	1	1	NA	NA	3	14	21	63	low
CeRZ7M2zFkYP0V_xffL3ew	Brett	61	2010-06-01	2	NA	NA	NA	1	NA	2	1	NA	3	NA	NA	16	7	41	low
4_wN0Ri7uPbleV6H7tuf9g	Duane	5	2010-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	3	low
zyiVCer_fYoVSbOf1NisgQ	Jennifer	5	2012-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
mm1-8hxSTbQH9iUAIkML4w	Daniel	232	2009-10-01	2	NA	NA	3	NA	NA	1	3	NA	1	NA	NA	49	98	141	low
iBQ4jpfp5_SgyQ-gO5fCOQ	Tasha	359	2009-06-01	21	293	12	96	118	5	5	56	12	232	2	52	1215	1104	1451	low
nFJsNVs62_EoMhy_rLVf9A	Aubree	19	2013-09-01	0	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	2	3	8	low
u-RRf3qM-c1xiP9HNYY9Bg	Rebecca	42	2010-11-01	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	6	46	low
bq_ljG25G-wn9_1MzdbxbA	Tracy	8	2012-02-01	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	2	4	low
aAnfQmoeM0fu8MYqrXln2w	Rick	2	2011-04-01	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	3	5	low
hPC74NDmsiWE8-D1cKLPaA	Mike	17	2009-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	17	62	low
ix2q3b4FcbeV7L52Lxj33g	Adam	1218	2008-06-01	18	24	NA	5	3	NA	5	11	1	11	1	7	219	456	622	low
P5BmTASh86GIcBApw_92IQ	Grace	56	2011-02-01	3	4	1	2	10	NA	1	NA	NA	6	1	2	33	35	79	low
UC0dpX2T06sJg7BTrhsfkA	A	11	2011-06-01	0	2	NA	1	NA	NA	NA	1	NA	1	NA	NA	1	2	12	low
7zfbj9zWX8OwL6QlNfs6pw	Bill	10	2010-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4	6	low
rV8D6SLUB-UGr11dFmjj2g	Randi	497	2010-07-01	10	11	NA	4	11	NA	3	12	3	13	1	14	220	217	815	low
NKZkI3jA27wYzy8QxXdcug	Tasha	251	2010-03-01	5	6	NA	NA	3	NA	NA	NA	NA	1	NA	3	76	39	200	low
Pu5ki660EGyk3Ugg-GxEsQ	Peter	24	2007-12-01	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	12	9	47	low
e3bSJPE-y2CkGS_mPgNvxg	Philip	259	2011-05-01	4	9	NA	3	2	NA	NA	7	NA	10	2	2	59	83	222	low
n4OR3DVPPMbJDlsPK3xjaA	K	13	2011-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	9	low
8ynJnM_Q7aAT_pmtcmQjUg	James	5	2012-03-01	0	NA	NA	NA	2	NA	1	NA	NA	2	NA	NA	2	1	3	low
0DuUBFaOLSehYIV8R68G-A	Michael	635	2007-04-01	22	75	2	27	66	1	11	33	2	50	1	14	799	516	1315	low
c97L-JxPZ5EDnhq6SMc9Hw	Paris	9	2009-11-01	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	16	low
hpOOPdG9WNFz-VXId8qU6Q	Heather	21	2008-05-01	2	2	NA	1	2	NA	NA	1	NA	1	NA	1	32	40	92	low
bOlWtp4Fe5cWnPcECTWAAA	Grace	31	2013-03-01	0	1	NA	NA	NA	NA	1	3	NA	1	NA	NA	8	9	21	low
aL_fIWLAqpdhOt5VjRc1wg	Tammy	52	2011-05-01	3	10	1	NA	10	NA	NA	7	1	6	NA	7	58	21	103	low
ajKPXnCS_LWwwfeFl3J5DQ	Jasmine	4	2011-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	5	low
Mu_zyyQ36oEoQg4AT-yFUg	Paul	1108	2009-07-01	98	762	37	273	589	7	58	448	79	1012	31	147	2344	1996	3606	low
3gTUnEOzsL6_kQJvwap_QQ	Locco	16	2013-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	3	low
I1ywRg53510eANGBQ0U9VA	Amanda	77	2010-04-01	8	7	1	2	3	NA	6	2	1	7	2	5	65	49	178	low
Zhj50L9iJ1YthhH9SNDlqw	Jana	185	2010-06-01	8	12	1	1	9	2	1	7	NA	12	NA	18	132	83	453	low
6kgYYn8FxYkZLWCrZLQv_w	djamal	8	2011-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	2	low
7qTZE4c-GidTC7w5VxgwOw	Ellena	11	2012-08-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	0	6	low
-3TxtJo7vjXYM3ROugCO_Q	Michelle	50	2010-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	23	low
VJN7o5JgNP1diUaE7iSYlA	Mollie	16	2010-04-01	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	5	4	43	low
GQ8qDvEJxWRw7-zGhtgHbA	Kevin	309	2009-01-01	6	24	NA	3	15	NA	5	4	1	22	NA	9	110	114	264	low
KkuCskeWo-Du_VQPciJO4g	Kandace	25	2010-08-01	0	NA	NA	1	NA	NA	NA	1	1	1	NA	1	7	10	35	low
WLNchxexVG0k6pq_OuhUrQ	Kristian	3	2009-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	2	low
7Yq_5RVgPnfdzYn_mmfH4g	Holly	79	2013-01-01	3	78	NA	20	23	NA	1	9	2	111	1	18	218	72	295	low
ps8ias_o1l98978Y4hAzJA	Julie	305	2006-07-01	63	350	35	207	321	23	33	160	19	163	17	91	1590	510	1655	low
foKuHkBpfPVi4K84OxLBUg	Rachel	8	2012-06-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5	21	low
NjD5OriJnHIyUd_iuGiKrg	D.	81	2008-08-01	0	5	NA	NA	NA	NA	NA	1	NA	2	NA	NA	23	27	97	low
YiuCu8bWN3moIhhhfvp0CA	Kathleen	22	2010-06-01	1	3	NA	1	1	NA	1	1	1	1	NA	1	20	10	46	low
Gt_ah4qdPL-j2k69yYgIrQ	Tracilynn	13	2012-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	9	low
Idr3qWL6FTir6103dtTgGg	John	7	2010-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4	low
SLEBhl_09PCb0MVVPPCeNg	Megan	211	2008-02-01	10	60	14	30	108	1	6	10	3	26	1	9	543	442	544	low
iIoY5bTG2hnNyzarpYi-ww	The	83	2010-12-01	0	1	NA	NA	NA	NA	1	NA	NA	4	NA	NA	28	24	151	low
Y8dD8_IZ3zSGHirfDDnSKw	Joe	21	2009-12-01	1	2	NA	2	NA	NA	NA	NA	NA	8	NA	NA	4	1	13	low
_Sqkr2_S8aAmk9ngRtj4GA	Xin	1	2013-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
BAjCPmDeN-922sxUuUufhg	Jessica	12	2009-11-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	39	low
ZizJvVSIdRl8dFj4PnMA7A	Pamela	76	2007-10-01	3	1	NA	2	1	NA	3	NA	3	4	NA	NA	60	22	173	low
q1ney-OWJq8XvWzN9gLlDA	Sandy	56	2008-05-01	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	9	14	27	low
l9-qyygkYJK3P8q3EfoR2A	Kruti	56	2014-03-01	2	2	NA	NA	2	NA	NA	NA	NA	1	NA	NA	11	8	28	low
D3hUdL4X_yClz_LhVpMTfQ	Washington	104	2011-05-01	0	NA	NA	NA	NA	NA	1	1	NA	4	NA	NA	9	16	36	low
6h44huyWGMuNI9z_-PV0Ig	Adolfo	2	2013-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	low
cOUq5MKmRp7rsTxIkJwRFw	Sara	60	2010-04-01	2	5	NA	1	5	NA	1	2	NA	6	1	2	40	28	78	low
-HNWRq-i2OS19IDjsUlxdQ	Dev	187	2011-02-01	8	37	NA	15	12	5	3	79	NA	67	2	15	186	134	483	low
n_lAaNGeWgspbbCJc0DqRg	Ryan	193	2009-04-01	41	639	20	586	403	27	24	320	45	1630	16	164	1883	1874	2377	low
N8EuJIMzMa3hSPSSSUfJSg	Lauren	23	2009-07-01	1	1	NA	2	NA	NA	NA	NA	NA	1	NA	1	7	8	31	low
ZmezrSPC9PVt9a1K-NBrXw	Coree	13	2011-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	36	low
swmOXLh_xENXrpRZ-Qj-dw	Camille	246	2008-03-01	12	26	NA	3	21	3	3	9	12	23	2	7	193	116	341	low
Vcg87EqE0gDMlNIxQe9L7w	Andy	8	2010-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5	13	low
e-otkBGfqXD5JcsPSKUc-w	Rachael	12	2009-11-01	3	NA	NA	1	NA	NA	1	NA	NA	NA	NA	2	8	8	21	low
_IWqbdXWcBNev9AnXijAAg	Scott	33	2007-04-01	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	19	59	low
hB-tmatI2am8ZqqDGr75DA	Brett	140	2010-04-01	2	1	NA	NA	1	NA	NA	3	NA	2	NA	NA	22	16	129	low
aLQzy03gSfrFihPtiSY2pg	Kimberly	6	2013-11-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	7	low
IPl1OfF8tuGjykKdiN8OsA	Eliana	11	2011-05-01	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	3	low
fug2_JRvrXTggaNwH4UVEQ	Loreal	32	2011-01-01	0	1	NA	1	NA	NA	NA	NA	1	1	1	NA	18	18	61	low
HusOK0YFH6JkWGcvtLBr4Q	Linda	5	2012-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
4OcX1LVEXXHuaeDHkeP22g	Morgan	8	2014-06-01	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	0	low
eGlNVaO-s7vX8N3_WjHMLQ	Emily	66	2007-05-01	1	2	NA	1	NA	NA	1	NA	NA	4	NA	1	59	70	116	low
wJv-7qPE2Knmy9OZDCpmEA	Chantelle	32	2010-10-01	2	NA	NA	1	2	NA	2	2	NA	2	NA	NA	14	5	29	low
hvVHmlPXVng82yNUTFjt8Q	Jennifer	184	2010-02-01	4	13	NA	3	15	NA	1	15	2	12	NA	9	109	110	300	low
kMJevr0ybTDuaUzxF8pYvA	Kimberlee	5	2011-02-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	low
tcdJXg82A7D7uzKMcXitcA	Diane	167	2012-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	13	low
h1GORHU6lwaHjVyUh56ikA	Jacob	5	2011-04-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5	10	low
WyFGKCIb5PJteJjFkAMe-A	Joy	5	2011-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	low
TxiT97l6MykT-VsEptOlqg	Sheryl	108	2008-04-01	4	59	1	8	18	NA	1	2	1	24	1	7	93	91	191	low
zgnmTeHoB6EQptCZ3YvEUg	Elissa	18	2011-12-01	1	1	1	NA	1	NA	NA	NA	NA	4	NA	1	28	13	30	low
JOSrl0MZ1SH1LuRuWMrlcA	Natara	7	2013-10-01	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	5	14	low
ZfzyGqVCHtCsW_Ui9jitLQ	Aaron	22	2009-07-01	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	7	5	25	low
YH12gcOM2VTaHIE8wY1vQg	Manny	7	2011-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	7	low
qkFWXeXEk9QSXq3KrD2fXg	Kathy	2	2013-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	10	low
eGR9LBKKjJlXVH6F-a5GVw	Jason	13	2008-07-01	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	4	1	13	low
FRAD3bSkZjdJF8KdyhdtIw	Smitcha	682	2008-04-01	39	406	42	377	340	26	39	318	108	664	49	115	1514	1494	2002	low
pRMY4p9ugveNeqTD4qcI8g	Katy	170	2010-01-01	0	4	NA	2	2	NA	NA	4	1	NA	1	NA	26	31	128	low
Xm4H62d1fjA21Q5iwvfQxw	Lindsay	188	2010-07-01	17	12	NA	9	11	2	1	13	1	11	NA	10	118	84	286	low
b2burjDh3jFs3u1VC_OUHQ	Jason	55	2009-08-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	19	23	76	low
9etVUrqT3kPS4c4hEV7UXw	Jordan	16	2011-09-01	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	8	18	low
r8oWB3bY2kyKJbk_Bp1aig	Kevin	433	2010-03-01	15	23	NA	15	9	NA	4	8	3	25	4	16	284	381	488	low
Sh_c2Pe5A_C6dT57lXjCew	Erika	2	2013-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	low
19BunjXk7zhd811rF42U7w	Carolyn	123	2008-06-01	5	9	3	1	3	NA	1	5	NA	3	NA	2	88	60	275	low
SwQnQjs_THA7Rms-5Nd3Ag	Paul	24	2011-02-01	0	4	NA	NA	NA	NA	1	NA	NA	1	1	1	12	5	29	low
EdeqsbwZRRv361K1-_z7FA	Brian	24	2011-09-01	0	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	14	low
lI-uMvnPg56a2pIgm6x-qw	K	27	2012-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	23	low
uHzXfjuP0XaNcUTMA7QqtQ	Ted	17	2011-01-01	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	8	5	13	low
5GHhHJsNWQ4BFC-UHOaFZg	Ryan	5	2012-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	5	low
VkOth1_f_BJAW3ucW8agbw	Robert	129	2008-11-01	5	3	NA	5	1	NA	NA	5	NA	5	1	NA	98	93	425	low
m5M-7ZueTQ5mAlLhDfay_A	Juanita	476	2012-01-01	67	216	20	63	88	11	9	76	27	221	5	78	927	722	1400	low
WG9Sf8hxBAV5Z_6l-U2_MQ	Tricia	7	2012-01-01	0	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	1	13	low
sqnd8YEJhaJkSFjcmlmYyg	Bamboo	235	2008-08-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	7	61	low
Qru63gLdl7mQ8v8jvF-BnQ	Elias	4	2013-02-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	6	low
EVoRHbVjBj6jyQS0wbHxTA	Jenny	393	2009-05-01	7	9	NA	4	12	1	4	5	1	10	NA	5	57	73	220	low
sXD4UCK93v0RY4Z-JKltbg	Marjorie	279	2006-06-01	22	52	10	33	40	NA	6	13	7	15	4	7	409	396	416	low
NPBh2KEcGtvfMgedNxohIw	Thomas	14	2010-11-01	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3	6	25	low
ie38wJhGTHqb3gx9DRuGug	Dawn	15	2011-02-01	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	6	8	44	low
