x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,y
10.0,2.05,10.0,17.0,61.26,120.03,7.0,136.0,13.0,5.1899999999999995,31.0,39.0,10.0,3.0,14.0,3.0,2.01,4.0,13.0,39.0,21.0,76.0,1202.82,378.47,68.71,3.0,2.0,2.0,2.0,3.0,teamEdward
4.0,2.3,9.0,15.0,54.94,18.55,16.0,33.0,10.0,12.11,11.0,15.0,3.0,5.0,9.0,5.0,2.1,3.0,10.0,26.0,12.0,39.0,1694.31,169.37,96.02,3.0,5.0,5.0,4.0,4.0,teamEdward
2.0,2.33,2.0,5.0,2.0,11.51,13.0,16.0,12.0,15.75,8.0,17.0,2.0,5.0,11.0,3.0,2.21,5.0,11.0,19.0,11.0,34.0,1800.48,132.8,101.92,2.33,6.0,4.0,6.0,3.0,teamEdward
2.0,2.5,2.0,3.0,2.0,20.13,12.0,15.0,13.0,9.5,8.0,11.0,4.0,5.0,12.0,3.0,2.23,2.0,8.0,27.0,8.0,36.0,1022.0,138.0,58.67,2.33,2.0,2.0,2.0,4.0,teamEdward
2.0,2.55,2.0,3.0,2.0,44.08,32.0,71.0,145.0,69.88,42.0,183.0,8.0,39.0,110.0,20.0,2.54,5.0,69.0,287.0,69.0,468.0,193869.69,2858.25,10772.43,2.49,2.0,2.0,2.0,20.0,teamEdward
5.0,2.18,10.0,21.0,9.05,84.59,39.0,179.0,115.0,49.25,85.0,214.0,13.0,29.0,90.0,13.0,2.15,2.0,147.0,355.0,150.0,567.0,184401.83,3904.39,10246.44,2.41,28.0,4.0,26.0,23.0,teamEdward
2.0,2.5,2.0,3.0,2.0,2.0,5.0,7.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.2,2.0,4.0,5.0,4.0,5.0,2.0,6.75,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.4,2.0,3.0,2.0,13.58,11.0,9.0,10.0,8.75,8.0,11.0,4.0,4.0,10.0,3.0,2.29,4.0,7.0,13.0,7.0,22.0,529.43,80.14,31.3,2.5,2.0,2.0,2.0,4.0,teamEdward
4.0,2.21,16.0,21.0,59.14,18.35,17.0,51.0,11.0,25.86,13.0,37.0,3.0,5.0,10.0,5.0,2.06,6.0,14.0,50.0,16.0,85.0,9312.08,392.14,519.23,3.0,5.0,5.0,4.0,4.0,teamEdward
2.0,2.18,2.0,4.0,2.0,35.91,10.0,23.0,15.0,10.29,16.0,31.0,7.0,5.0,14.0,3.0,2.14,2.0,19.0,36.0,19.0,65.0,2329.82,282.94,131.32,2.33,4.0,4.0,4.0,5.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,2.0,2.0,2.0,3.0,7.0,13.0,7.0,2.36,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,7.0,teamEdward
3.0,2.5,2.0,3.0,52.0,9.75,6.0,7.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.2,3.0,3.0,6.0,4.0,8.0,33.019999999999996,17.509999999999998,3.7199999999999998,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
7.0,2.22,17.0,26.0,54.63,17.77,22.0,65.0,19.0,34.31,15.0,44.0,4.0,7.0,16.0,3.0,2.08,3.0,20.0,61.0,25.0,103.0,16462.25,511.48,916.46,2.2,10.0,4.0,10.0,5.0,teamEdward
2.0,2.33,2.0,4.0,2.0,16.34,9.0,25.0,3.0,5.5,7.0,7.0,2.0,3.0,4.0,3.0,2.04,2.0,5.0,11.0,5.0,16.0,177.66,52.19,11.76,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.1,2.0,2.0,2.0,18.71,7.0,17.0,3.0,35.75,8.0,83.0,2.0,3.0,4.0,3.0,2.07,5.0,12.0,84.0,12.0,165.0,19033.2,565.89,1059.29,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.5,2.0,2.0,2.0,9.75,6.0,6.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.25,3.0,4.0,6.0,4.0,8.0,33.019999999999996,17.509999999999998,3.7199999999999998,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.3,2.0,5.0,2.0,19.36,21.0,18.0,12.0,26.54,14.0,33.0,3.0,5.0,11.0,3.0,2.19,2.0,12.0,57.0,12.0,88.0,10458.24,428.06,582.9,2.33,2.0,2.0,2.0,3.0,teamEdward
2.0,2.14,2.0,4.0,2.0,11.86,10.0,13.0,4.0,14.0,6.0,14.0,3.0,3.0,5.0,3.0,2.09,2.0,9.0,23.0,9.0,35.0,1421.65,120.3,80.87,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.38,2.0,4.0,2.0,13.16,15.0,13.0,11.0,16.08,8.0,15.0,3.0,5.0,10.0,3.0,2.27,3.0,10.0,26.0,10.0,39.0,2215.52,159.17,124.97,2.33,2.0,2.0,2.0,4.0,teamEdward
7.0,2.1,22.0,17.0,64.5,29.71,17.0,59.0,10.0,23.09,18.0,47.0,3.0,4.0,10.0,3.0,2.04,2.0,17.0,75.0,22.0,120.0,12333.3,586.6,687.07,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.1,2.0,7.0,2.0,33.980000000000004,10.0,40.0,6.0,7.0,14.0,17.0,5.0,3.0,7.0,3.0,2.03,2.0,12.0,24.0,12.0,39.0,801.56,161.91,46.42,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.23,6.0,13.0,17.380000000000003,27.42,17.0,41.0,23.0,19.34,18.0,39.0,5.0,7.0,20.0,3.0,2.13,2.0,24.0,54.0,24.0,91.0,7649.27,442.92,426.85,2.2,10.0,4.0,10.0,5.0,teamEdward
2.0,2.08,12.0,12.0,47.45,17.5,10.0,35.0,3.0,11.33,8.0,16.0,2.0,3.0,4.0,3.0,2.03,3.0,14.0,26.0,14.0,40.0,1352.34,146.68,77.02,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.1,2.0,3.0,2.0,16.990000000000002,10.0,14.0,4.0,7.33,8.0,10.0,3.0,3.0,5.0,3.0,2.08,4.0,12.0,15.0,12.0,23.0,428.42,81.95,25.69,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.25,3.0,2.0,22.0,17.03,10.0,9.0,5.0,8.4,7.0,10.0,4.0,3.0,6.0,3.0,2.14,2.0,6.0,20.0,6.0,28.0,617.75,98.21,36.21,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.5,2.0,4.0,2.0,18.92,9.0,7.0,4.0,5.5,8.0,8.0,3.0,3.0,5.0,3.0,2.2,4.0,4.0,12.0,4.0,18.0,209.22,61.21,13.51,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
5.0,2.42,5.0,11.0,42.0,18.62,21.0,28.0,19.0,27.33,14.0,34.0,3.0,7.0,16.0,3.0,2.19,3.0,11.0,55.0,14.0,87.0,10670.04,423.11,594.67,2.2,2.0,2.0,2.0,4.0,teamEdward
3.0,2.18,4.0,6.0,17.79,16.41,14.0,27.0,15.0,18.5,10.0,24.0,4.0,5.0,14.0,3.0,2.12,2.0,18.0,35.0,19.0,57.0,3924.15,239.71,219.9,2.33,6.0,4.0,6.0,5.0,teamEdward
2.0,2.18,4.0,6.0,17.380000000000003,17.45,13.0,21.0,10.0,13.0,10.0,18.0,4.0,4.0,10.0,3.0,2.11,2.0,13.0,26.0,13.0,42.0,1871.09,171.92,105.84,2.5,4.0,4.0,4.0,4.0,teamEdward
2.0,2.33,3.0,2.0,16.29,7.05,11.0,10.0,8.0,15.5,5.0,11.0,2.0,4.0,8.0,3.0,2.25,2.0,8.0,12.0,8.0,21.0,921.54,70.11,53.09,2.5,2.0,2.0,2.0,3.0,teamEdward
2.0,2.23,2.0,3.0,2.0,19.72,16.0,18.0,12.0,10.91,13.0,16.0,3.0,5.0,11.0,3.0,2.19,3.0,15.0,22.0,15.0,36.0,1408.67,159.89,80.15,2.33,4.0,4.0,4.0,4.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.4,2.0,3.0,2.0,9.620000000000001,10.0,10.0,8.0,10.0,6.0,10.0,2.0,4.0,8.0,3.0,2.25,3.0,7.0,11.0,7.0,19.0,489.55,62.94,29.09,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.5,2.0,2.0,2.0,7.33,5.0,6.0,3.0,3.5,3.0,3.0,2.0,3.0,4.0,3.0,2.25,2.0,4.0,5.0,4.0,6.0,14.0,10.0,2.67,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.4,12.0,8.0,68.67,10.86,8.0,24.0,8.0,8.0,6.0,10.0,2.0,4.0,8.0,3.0,2.09,4.0,7.0,10.0,7.0,18.0,320.91,55.15,19.72,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.18,8.0,15.0,28.09,32.55,14.0,40.0,18.0,15.33,20.0,42.0,5.0,5.0,17.0,3.0,2.08,2.0,19.0,45.0,19.0,85.0,5432.29,409.27,303.68,2.33,6.0,4.0,6.0,4.0,teamEdward
2.0,2.11,11.0,9.0,52.0,30.4,9.0,29.0,6.0,7.73,13.0,20.0,4.0,3.0,7.0,3.0,2.04,2.0,11.0,23.0,11.0,41.0,933.41,164.63,53.74,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.08,5.0,3.0,22.0,7.92,7.0,20.0,3.0,29.5,4.0,24.0,2.0,3.0,4.0,3.0,2.06,2.0,14.0,38.0,14.0,60.0,4479.73,164.83,250.76,3.0,2.0,2.0,2.0,3.0,teamEdward
3.0,2.17,13.0,13.0,31.27,48.18,17.0,56.0,21.0,12.67,28.0,39.0,8.0,7.0,18.0,3.0,2.09,2.0,31.0,57.0,32.0,94.0,5262.7,494.89,294.26,2.2,4.0,4.0,4.0,7.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.13,6.0,7.0,23.05,62.71,14.0,28.0,10.0,9.71,30.0,38.0,5.0,4.0,10.0,3.0,2.08,2.0,17.0,54.0,17.0,90.0,3614.83,470.33,202.71,2.5,2.0,2.0,2.0,3.0,teamEdward
2.0,2.3,2.0,3.0,2.0,51.68,23.0,47.0,53.0,22.72,40.0,77.0,12.0,15.0,42.0,5.0,2.29,3.0,45.0,102.0,45.0,177.0,21336.26,1031.46,1187.24,2.23,2.0,2.0,2.0,11.0,teamEdward
2.0,2.33,2.0,4.0,2.0,16.04,6.0,12.0,8.0,4.0,5.0,5.0,2.0,4.0,8.0,3.0,2.2,2.0,8.0,9.0,8.0,12.0,58.15,30.07,5.12,2.5,4.0,4.0,4.0,3.0,teamEdward
10.0,2.14,6.0,11.0,48.15,36.87,22.0,39.0,17.0,27.2,27.0,65.0,5.0,5.0,16.0,5.0,2.08,2.0,16.0,99.0,24.0,162.0,22145.15,880.7,1232.18,3.0,2.0,2.0,2.0,4.0,teamEdward
2.0,2.43,2.0,3.0,2.0,16.310000000000002,12.0,11.0,11.0,9.14,9.0,12.0,3.0,5.0,10.0,5.0,2.33,3.0,9.0,17.0,9.0,27.0,731.9,104.19,42.55,3.0,2.0,2.0,2.0,4.0,teamEdward
3.0,2.25,2.0,4.0,6.17,29.33,16.0,29.0,21.0,16.93,17.0,34.0,5.0,8.0,17.0,8.0,2.22,4.0,25.0,54.0,26.0,86.0,6095.85,410.07,340.55,3.0,2.0,2.0,2.0,6.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.5,3.0,3.0,7.26,19.48,23.0,23.0,38.0,34.31,15.0,42.0,6.0,11.0,31.0,11.0,2.43,3.0,20.0,73.0,20.0,113.0,18246.42,566.71,1015.58,3.0,2.0,2.0,2.0,6.0,teamEdward
2.0,2.05,26.0,26.0,57.81,27.43,15.0,90.0,4.0,24.0,15.0,46.0,3.0,3.0,5.0,3.0,2.01,2.0,21.0,77.0,21.0,121.0,12307.75,561.35,685.65,3.0,2.0,2.0,2.0,3.0,teamEdward
5.0,2.44,19.0,21.0,42.82,26.53,20.0,72.0,42.0,35.19,18.0,61.0,5.0,16.0,30.0,8.0,2.2,2.0,31.0,103.0,34.0,162.0,27016.43,815.99,1502.8,2.43,22.0,4.0,16.0,7.0,teamEdward
5.0,2.18,7.0,10.0,31.63,18.19,17.0,39.0,17.0,31.32,13.0,45.0,3.0,6.0,15.0,3.0,2.11,2.0,21.0,60.0,24.0,103.0,13920.64,476.74,775.26,2.25,8.0,4.0,8.0,5.0,teamEdward
3.0,2.17,3.0,6.0,30.57,16.509999999999998,9.0,15.0,5.0,6.2,7.0,8.0,4.0,3.0,6.0,3.0,2.08,3.0,7.0,13.0,8.0,19.0,257.97,62.94,16.22,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.43,2.0,3.0,2.0,22.26,13.0,16.0,13.0,10.64,9.0,13.0,4.0,5.0,12.0,3.0,2.21,2.0,9.0,33.0,9.0,44.0,1515.68,177.14,86.09,2.33,2.0,2.0,2.0,4.0,teamEdward
2.0,2.07,8.0,15.0,20.18,34.9,15.0,50.0,9.0,21.0,15.0,40.0,3.0,4.0,9.0,3.0,2.04,3.0,29.0,97.0,29.0,135.0,11880.01,627.16,661.89,2.5,4.0,4.0,4.0,3.0,teamEdward
5.0,2.33,8.0,11.0,52.0,16.8,12.0,31.0,16.0,12.0,8.0,14.0,5.0,6.0,14.0,3.0,2.14,2.0,11.0,27.0,14.0,39.0,1482.0,150.0,84.22,2.25,8.0,4.0,8.0,6.0,teamEdward
2.0,2.48,2.0,19.0,2.0,37.98,28.0,67.0,65.0,43.03,34.0,103.0,5.0,24.0,45.0,3.0,2.34,2.0,48.0,153.0,48.0,254.0,60572.79,1478.21,3367.04,2.05,26.0,4.0,26.0,22.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,14.0,17.0,2.0,2.0,2.0,2.0,6.0,15.0,3.0,2.33,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.25,2.0,2.0,2.0,3.0,teamEdward
2.0,2.25,2.0,2.0,2.0,17.740000000000002,12.0,8.0,4.0,7.71,9.0,10.0,3.0,3.0,5.0,3.0,2.17,2.0,6.0,16.0,6.0,24.0,515.85,91.92,30.55,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.29,3.0,4.0,14.5,19.79,12.0,13.0,7.0,7.63,10.0,11.0,3.0,4.0,7.0,3.0,2.18,5.0,9.0,17.0,9.0,26.0,564.94,102.08,33.269999999999996,2.5,2.0,2.0,2.0,4.0,teamEdward
4.0,2.15,3.0,7.0,16.29,32.0,14.0,33.0,15.0,47.18,19.0,130.0,5.0,5.0,14.0,3.0,2.1,6.0,20.0,153.0,22.0,281.0,61233.14,1357.38,3403.73,2.33,6.0,4.0,6.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,137.0,39.0,2.0,2.0,2.0,2.0,7.0,31.0,6.0,2.04,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.8,2.0,2.0,2.0,3.0,teamEdward
6.0,2.2,8.0,22.0,22.0,45.12,23.0,74.0,32.0,20.55,32.0,55.0,9.0,11.0,25.0,7.0,2.13,2.0,42.0,90.0,46.0,143.0,14838.51,801.81,826.25,2.56,8.0,5.0,6.0,9.0,teamEdward
3.0,2.2,2.0,4.0,22.0,17.86,9.0,11.0,4.0,5.5,8.0,8.0,3.0,3.0,5.0,3.0,2.11,3.0,6.0,11.0,7.0,17.0,196.27,57.51,12.79,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.5,2.0,3.0,2.0,8.27,11.0,11.0,12.0,14.0,5.0,10.0,2.0,5.0,11.0,3.0,2.33,3.0,8.0,15.0,8.0,23.0,905.41,77.28,52.19,2.33,2.0,2.0,2.0,3.0,teamEdward
2.0,2.16,7.0,11.0,13.9,34.64,21.0,55.0,29.0,25.38,28.0,66.0,7.0,8.0,25.0,5.0,2.11,2.0,39.0,77.0,39.0,141.0,17853.06,765.37,993.73,2.5,11.0,4.0,10.0,5.0,teamEdward
3.0,2.5,2.0,8.0,52.0,11.83,6.0,12.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,2.1,2.0,3.0,6.0,4.0,9.0,41.3,21.65,4.18,3.0,2.0,2.0,2.0,3.0,teamEdward
3.0,2.33,2.0,2.0,35.33,11.05,6.0,8.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.17,2.0,4.0,7.0,5.0,9.0,38.19,20.09,4.0,3.0,2.0,2.0,2.0,3.0,teamEdward
6.0,2.44,2.0,7.0,46.44,9.21,14.0,18.0,13.0,22.4,7.0,19.0,2.0,6.0,11.0,3.0,2.25,4.0,7.0,21.0,11.0,38.0,3003.83,149.15,168.77,2.25,7.0,4.0,6.0,3.0,teamEdward
6.0,2.18,2.0,3.0,38.36,25.19,12.0,20.0,8.0,11.09,13.0,22.0,2.0,4.0,8.0,3.0,2.11,7.0,9.0,30.0,13.0,50.0,1918.65,212.83,108.48,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.03,29.0,14.0,49.37,65.11,15.0,73.0,26.0,19.0,28.0,70.0,8.0,3.0,25.0,3.0,2.01,3.0,32.0,137.0,32.0,205.0,18241.92,1074.94,1015.33,3.0,6.0,4.0,6.0,3.0,teamEdward
2.0,2.5,3.0,5.0,35.33,7.33,5.0,10.0,4.0,3.5,3.0,3.0,3.0,3.0,5.0,3.0,2.13,2.0,4.0,5.0,4.0,6.0,14.0,10.0,2.67,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.38,2.0,3.0,2.0,10.27,14.0,14.0,11.0,18.8,7.0,16.0,3.0,5.0,10.0,3.0,2.25,2.0,10.0,22.0,10.0,36.0,2336.76,140.97,131.71,2.33,2.0,2.0,2.0,4.0,teamEdward
2.0,2.07,2.0,2.0,2.0,11.39,10.0,19.0,4.0,40.67,5.0,31.0,3.0,3.0,5.0,3.0,2.06,4.0,17.0,78.0,17.0,107.0,14047.29,365.24,782.29,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.25,48.0,5.0,94.0,12.63,8.0,57.0,4.0,5.75,6.0,7.0,3.0,3.0,5.0,3.0,2.02,4.0,6.0,9.0,6.0,14.0,151.49,41.86,10.3,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.14,6.0,3.0,38.36,14.14,10.0,16.0,3.0,8.4,7.0,10.0,2.0,3.0,4.0,3.0,2.07,2.0,9.0,15.0,9.0,23.0,499.34,79.71,29.63,3.0,4.0,4.0,4.0,3.0,teamEdward
2.0,2.14,2.0,2.0,2.0,11.38,10.0,11.0,4.0,19.33,5.0,15.0,3.0,3.0,5.0,3.0,2.11,4.0,9.0,36.0,9.0,49.0,2820.28,164.59,158.57,3.0,2.0,2.0,2.0,3.0,teamEdward
4.0,2.21,7.0,5.0,23.21,32.3,19.0,40.0,27.0,39.24,23.0,94.0,3.0,8.0,23.0,3.0,2.16,2.0,28.0,125.0,30.0,217.0,42017.91,1130.3,2336.22,2.17,12.0,4.0,12.0,6.0,teamEdward
4.0,2.06,28.0,50.0,37.9,81.97,19.0,130.0,16.0,21.96,48.0,110.0,9.0,5.0,15.0,5.0,2.02,2.0,52.0,161.0,54.0,269.0,31851.29,1597.93,1771.4,3.0,5.0,5.0,4.0,4.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,16.0,23.0,2.0,2.0,2.0,4.0,8.0,19.0,8.0,2.43,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,teamEdward
2.0,2.1,2.0,2.0,2.0,22.25,6.0,14.0,3.0,9.2,7.0,20.0,2.0,3.0,4.0,3.0,2.08,2.0,12.0,30.0,12.0,48.0,1051.88,147.82,60.33,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,65.0,19.0,2.0,2.0,2.0,2.0,10.0,13.0,3.0,2.13,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.13,2.0,2.0,2.0,3.0,teamEdward
2.0,2.29,2.0,2.0,2.0,14.05,9.0,11.0,9.0,13.9,7.0,19.0,2.0,4.0,9.0,3.0,2.22,5.0,9.0,25.0,9.0,42.0,1708.44,145.4,96.8,2.5,4.0,4.0,4.0,3.0,teamEdward
11.0,2.01,12.0,43.0,18.52,374.88,12.0,160.0,3.0,18.94,110.0,368.0,2.0,3.0,4.0,3.0,2.01,2.0,98.0,554.0,107.0,920.0,107061.51,6320.27,5949.75,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.1,6.0,13.0,18.0,24.1,12.0,40.0,9.0,21.17,14.0,48.0,3.0,4.0,9.0,3.0,2.05,2.0,23.0,51.0,23.0,97.0,8121.88,425.65,453.1,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.2,2.0,3.0,2.0,27.0,5.0,10.0,7.0,3.8,7.0,8.0,5.0,3.0,8.0,3.0,2.13,2.0,7.0,11.0,7.0,17.0,83.0,47.0,6.5,3.0,2.0,2.0,2.0,3.0,teamEdward
3.0,2.3,43.0,9.0,84.35,48.31,12.0,62.0,15.0,9.379999999999999,23.0,33.0,6.0,5.0,14.0,3.0,2.05,2.0,11.0,40.0,12.0,71.0,2525.1,343.84,142.17,2.33,6.0,4.0,6.0,5.0,teamEdward
9.0,2.27,48.0,32.0,62.92,47.21,18.0,120.0,49.0,26.8,32.0,95.0,7.0,13.0,40.0,3.0,2.09,2.0,36.0,112.0,43.0,205.0,27809.82,1123.28,1546.88,2.09,21.0,4.0,20.0,5.0,teamEdward
3.0,2.5,10.0,10.0,66.29,14.26,13.0,26.0,9.0,13.0,8.0,14.0,2.0,5.0,8.0,3.0,2.13,2.0,7.0,23.0,8.0,35.0,1485.75,136.89,84.43,2.33,6.0,6.0,4.0,3.0,teamEdward
2.0,2.27,2.0,3.0,2.0,19.11,12.0,16.0,14.0,13.67,11.0,23.0,4.0,5.0,13.0,3.0,2.21,2.0,13.0,28.0,13.0,49.0,2331.28,201.65,131.4,2.33,2.0,2.0,2.0,5.0,teamEdward
3.0,2.21,43.0,15.0,62.87,26.16,21.0,87.0,25.0,32.18,19.0,56.0,5.0,8.0,21.0,5.0,2.07,6.0,29.0,89.0,30.0,143.0,21999.42,730.96,1224.08,2.5,2.0,2.0,2.0,4.0,teamEdward
2.0,2.67,2.0,4.0,2.0,10.02,15.0,12.0,16.0,20.2,7.0,16.0,3.0,6.0,14.0,6.0,2.4,4.0,8.0,23.0,8.0,37.0,2658.24,147.95,149.57,3.0,2.0,2.0,2.0,4.0,teamEdward
2.0,2.29,2.0,5.0,2.0,60.13,16.0,42.0,55.0,16.41,36.0,72.0,10.0,12.0,47.0,3.0,2.25,2.0,37.0,82.0,37.0,152.0,12075.37,839.74,672.74,2.1,17.0,4.0,16.0,8.0,teamEdward
2.0,2.3,2.0,2.0,2.0,24.52,15.0,14.0,13.0,11.75,10.0,14.0,4.0,5.0,12.0,3.0,2.25,2.0,12.0,40.0,12.0,52.0,2143.25,221.62,120.96,2.33,2.0,2.0,2.0,4.0,teamEdward
3.0,2.3,5.0,37.0,10.51,44.11,27.0,85.0,30.0,19.41,30.0,41.0,14.0,15.0,19.0,3.0,2.16,3.0,45.0,91.0,46.0,130.0,12767.08,735.17,711.17,2.08,2.0,2.0,2.0,15.0,teamEdward
2.0,2.12,6.0,12.0,21.05,47.17,10.0,35.0,12.0,8.32,21.0,32.0,7.0,4.0,12.0,3.0,2.06,3.0,19.0,32.0,19.0,62.0,1803.85,287.29,102.1,2.5,4.0,4.0,4.0,4.0,teamEdward
10.0,2.18,13.0,22.0,36.55,35.18,21.0,79.0,34.0,27.65,22.0,56.0,5.0,10.0,28.0,3.0,2.1,2.0,38.0,109.0,46.0,163.0,21828.86,852.95,1214.6,2.13,16.0,4.0,16.0,5.0,teamEdward
28.0,2.17,49.0,92.0,47.91,43.46,27.0,252.0,82.0,60.45,39.0,175.0,6.0,21.0,65.0,13.0,2.08,3.0,88.0,236.0,114.0,409.0,141637.44,2425.36,7870.64,2.58,36.0,4.0,34.0,7.0,teamEdward
3.0,2.17,21.0,22.0,29.78,48.54,28.0,96.0,37.0,24.39,38.0,64.0,15.0,11.0,30.0,3.0,2.1,2.0,54.0,115.0,55.0,177.0,23330.87,1043.98,1298.05,2.11,2.0,2.0,2.0,11.0,teamEdward
8.0,2.23,6.0,8.0,13.76,40.0,25.0,95.0,65.0,42.44,33.0,111.0,4.0,21.0,48.0,20.0,2.2,3.0,77.0,160.0,83.0,269.0,62133.34,1538.55,3453.74,2.95,32.0,4.0,26.0,4.0,teamEdward
2.0,2.2,2.0,4.0,2.0,19.22,9.0,11.0,4.0,6.08,8.0,9.0,3.0,3.0,5.0,3.0,2.11,2.0,7.0,14.0,7.0,21.0,289.09,72.31,17.95,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.01,9.0,39.0,8.14,1030.47,11.0,155.0,109.0,12.4,223.0,513.0,12.0,3.0,110.0,3.0,2.01,2.0,109.0,855.0,109.0,1366.0,111348.25,10703.25,6187.9,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.35,2.0,3.0,2.0,34.91,17.0,25.0,34.0,23.85,25.0,69.0,5.0,9.0,29.0,3.0,2.3,2.0,22.0,72.0,22.0,139.0,15709.85,720.97,874.66,2.14,2.0,2.0,2.0,8.0,teamEdward
2.0,2.17,6.0,10.0,42.0,24.5,6.0,22.0,7.0,4.0,6.0,6.0,6.0,3.0,8.0,3.0,2.05,2.0,8.0,13.0,8.0,17.0,92.0,47.0,7.0,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.33,4.0,5.0,42.0,10.72,8.0,12.0,4.0,6.0,5.0,6.0,3.0,3.0,5.0,3.0,2.1,2.0,5.0,9.0,5.0,13.0,141.48,36.87,9.75,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.31,2.0,3.0,2.0,21.87,16.0,21.0,19.0,22.53,17.0,46.0,3.0,6.0,17.0,3.0,2.21,6.0,15.0,42.0,15.0,86.0,8381.04,410.07,467.5,2.25,8.0,4.0,8.0,3.0,teamEdward
2.0,2.18,2.0,4.0,2.0,20.01,12.0,17.0,9.0,8.25,10.0,12.0,3.0,4.0,9.0,3.0,2.13,2.0,13.0,19.0,13.0,29.0,705.67,114.59,41.09,2.5,2.0,2.0,2.0,3.0,teamEdward
