theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
1.2533088,-0.89557494,0.13998935,1.2523415,-0.041076,-1.2712948,-1.2119227,-0.37163686,0.85072348
0.60848722,1.1744659,1.4545662,-0.18203634,-0.78099837,1.2325437,1.0757394,-0.67010154,0.39706882
0.89972308,-0.70232582,-0.21825512,1.4546034,-1.4012783,-0.23907828,1.2643232,-1.3466596,0.46212232
-0.7805796,0.20100394,0.30691227,0.98434822,-0.22477635,0.67865423,-1.2137405,1.1463866,0.86565788
-0.20115633,0.93070402,0.82451744,0.14957304,-1.1705045,-0.46898691,-1.0189206,-1.2690165,0.57171567
-0.95664013,0.70368367,0.16125267,0.8453549,1.0094585,-0.94815563,-0.32134248,0.54542783,0.97746572
1.5181723,-0.60843316,-0.52835692,-0.19777497,0.9914021,-1.2585966,-0.08868121,-0.62313238,0.91024049
1.0391791,-0.0054838633,-0.39621193,1.2631049,-1.536531,-0.98639224,0.31542381,0.57064031,0.82113657
0.55542751,0.24054305,0.60386936,1.1035327,-0.56626672,-0.020499276,-1.0169682,-1.3183103,0.36589194
1.0116124,1.1241119,1.1491533,0.14588051,0.48937353,0.31568864,0.871522,-0.29545241,0.44935888
-1.227951,1.0619499,0.1865332,-1.1077242,0.071420549,0.49817184,1.2339245,-1.2846553,0.40567559
-1.560302,0.33169932,-1.1006768,-1.4517084,0.93271568,0.65205348,-0.38985415,-1.4882183,1.1715637
-1.3054339,-0.85851284,0.38440325,-0.094840728,0.079705059,0.64454185,0.61843331,-0.7595823,0.46536458
-0.70298155,1.4423773,1.1374433,0.14335892,0.68612501,-0.41889217,0.0045310881,-0.32717669,0.70340304
0.4803312,-0.23685487,-0.60567727,-1.0473564,0.0099782504,0.69311379,-0.1659797,0.80837596,0.9998264
-0.45485964,0.2921078,-0.00081313302,-0.53599779,-1.1099239,-0.19890497,1.4676978,0.13276266,0.66987282
1.361804,-1.4810236,0.97867466,0.89648009,-0.63587586,0.88147904,-1.338322,-0.8355129,0.54459505
1.241055,-1.3723381,0.42472174,-0.71259,0.59511852,-1.3874853,0.081938625,-0.90549872,0.83716642
-1.0105202,-1.1335445,1.1805712,-1.1188376,0.15765384,-0.83005192,1.4302727,1.3614344,0.77429141
-1.205349,0.89905647,-1.0145247,1.5073159,0.019322909,0.21114653,0.33124911,-0.75196764,0.63225569
0.36338046,0.67954466,0.23058108,0.72587495,-1.4646275,0.9814039,1.5415768,1.2835098,0.33026925
-0.79698278,1.0101345,0.43421452,0.12638897,0.11780384,-0.09911091,1.5308928,0.52283492,0.66565183
-0.80283349,-1.3067152,1.0579047,-0.83635106,-0.081715813,0.7470706,1.0306081,0.14241954,0.57724533
0.22129882,1.5557767,-0.22230276,-0.77681173,0.95572315,0.40892334,0.65759388,-0.41900009,1.0297123
1.3876332,-0.79536201,-1.1714981,-0.38031229,-1.3321468,1.2061477,-0.3916686,1.388617,0.48672042
1.3066245,-0.54869769,-1.542655,-0.39774125,-1.5328011,-0.65890981,0.11900747,-1.5187765,0.52148305
-1.5123343,-0.66314798,1.4441973,-0.72047154,0.57199111,-1.1591376,-0.76401883,-1.5333693,0.66115545
0.58723712,1.5498197,1.0100093,1.5126761,0.70597138,1.4792435,1.0049411,0.23563729,0.38118323
-0.087595751,-0.77233842,0.61801396,-0.15645652,0.96183978,-0.07441486,0.81612779,-0.39058004,0.54343475
-0.21411225,1.0850186,0.017429673,0.65518056,-0.68518351,0.95017279,-0.81434605,-1.3702686,0.42944705
-0.68992341,-0.62859923,1.5157859,-1.4813631,0.99132713,1.3280008,-0.057639795,-0.75932136,0.56833734
-1.1883659,1.4421374,1.528816,0.077681486,-0.12748111,1.2130588,0.43579071,-0.8148764,0.44059932
-1.2401024,0.38532203,-0.50512582,1.5394855,1.5221441,0.59374072,-0.52534583,0.11349894,1.1523879
0.99695667,-1.0976921,0.81439615,-1.0016982,-0.45767711,-0.95414623,-0.77257744,0.73873012,0.32935995
1.3998207,1.4263433,1.1567423,0.82971684,-0.76318779,0.53924751,-0.80529027,-0.87492836,0.50009059
-1.2432301,0.25862998,1.2006899,0.13299177,1.5171193,-1.0509108,0.0088046829,-1.2614278,0.58198567
-0.10483196,-0.48426125,-1.2967437,0.58766765,-0.66857553,0.31784035,-0.5250194,-1.1303336,0.51395727
-0.2406838,-1.2010383,-0.74931141,-0.63167504,-0.69509613,0.35730793,0.22621901,0.50801161,0.81058595
-0.025924725,0.83953638,-1.5367544,-0.42728805,-1.1410812,-1.5352305,-1.0597779,1.0453829,1.0209201
-0.22446257,0.72395869,0.63486895,-1.415494,-0.22773604,-0.49982867,1.456178,-1.0882909,0.61596786
0.30111564,0.8812076,0.52713286,-0.084954152,-1.0448876,1.5009657,-1.2403397,0.22368017,0.52736958
-0.15256507,1.4778051,-0.42139206,-1.3849451,0.54850986,-1.3287876,-0.73611106,0.45535748,0.47134907
-1.3186067,1.4130821,1.1231678,1.4948523,-0.54485201,-0.55896294,0.79779555,-1.1353936,0.37240221
-1.2345358,-1.1713244,0.80488208,0.27732977,0.68673485,0.30533747,1.1050837,0.57200925,0.58216441
-1.1472634,-1.5341814,-0.91472103,1.1316994,1.5004646,0.080027549,0.51529873,0.785339,1.3238454
-0.41890225,0.25470605,0.69988083,-0.0444735,0.6060476,-0.61522959,-0.90850477,-0.72167882,0.89133345
-1.4618511,-0.73701611,-1.0436863,0.26560161,-1.2866705,-0.1677054,-1.4778226,-1.3736403,0.83440969
0.57940879,0.28654512,-0.63401617,1.3189631,1.4956987,-1.1498694,1.4226313,0.59739898,1.0664542
-0.24077154,-0.12375392,-1.1258317,-0.30426684,-0.29236898,-0.6377924,-1.1197267,-1.517885,0.91552419
-0.47535249,0.97557857,0.27399328,-1.4753835,-0.67946644,-0.54508897,-0.67477285,-0.58518438,0.51345804
0.046496245,0.92257933,-0.91734424,-0.9578709,-1.2864189,-0.3339234,0.98105588,0.14199902,0.52575361
-0.59089562,0.33045447,0.34671014,0.95754998,-0.9138508,-0.55756177,1.2992432,-1.2975708,0.12844967
0.65807424,-1.1750914,-1.1987811,-0.72155786,-0.75051392,-1.4903815,0.99354222,-1.1571029,0.69483104
-0.38747835,-0.70933992,1.2844088,-1.246598,1.2032035,-0.050110822,1.4458263,0.11608173,0.63792046
-0.61162638,1.0067895,-0.089121541,-1.3281179,-0.28316506,-1.0562136,-0.50587072,-1.263048,0.65523122
0.056119559,-1.0964327,1.4230542,-0.42124558,0.95047653,-0.11071418,-0.33595624,-0.21320856,0.64823611
0.39415255,-0.31498576,1.4717017,-0.21585672,-0.28411748,-0.25035775,0.27425637,1.1741888,0.47994649
-1.3143555,-0.50109033,-0.95032362,-0.9382655,-0.44944373,1.5172749,1.3177776,-0.82040973,0.99699216
0.2790772,1.5486882,-0.74417761,-0.94507231,0.61199394,1.452562,-1.2871179,-0.63735862,1.1979676
1.5046584,-1.2612154,0.61391591,0.18443324,-1.4458374,1.4086076,1.1027815,0.50154844,0.48608158
0.23209324,-1.2848247,-0.12700246,-0.50430963,-0.21935714,-0.70804953,1.1308406,0.62921575,1.0019298
-0.64894721,0.1728533,0.70015338,-1.2928777,-1.008108,0.41993847,-1.4378019,1.4207435,0.33444849
-0.79853381,0.21500119,0.11735808,0.39890556,-1.2359391,0.88264926,1.0839629,-1.5238209,0.5923039
0.42584196,0.59692636,0.38289354,0.22896706,-0.1007043,-1.3369823,-1.205219,-0.74195363,0.70971905
-1.3332757,-0.76430379,1.555129,0.77035834,-0.93495217,0.40770463,0.42189052,-0.62604268,0.47418794
1.2061945,0.83930794,1.4178461,0.67245543,0.037979965,0.97277294,1.1380663,0.66758062,0.38433483
-1.1069261,-1.1774282,0.97737067,0.051169291,-0.062223069,0.071118169,-0.19689988,1.3888452,0.85420933
1.3499854,0.83151528,1.4268249,-0.8930412,-0.9580082,-1.2888563,1.0926274,-0.68039855,0.37259327
-1.2006519,0.78019239,1.5005813,0.88651822,-1.1873705,0.31980959,1.0384751,-1.061408,0.49726371
0.29158189,0.95126458,-0.28669052,-0.25526474,-0.69175644,-1.1549194,0.28992103,1.1284164,0.71526455
1.3705838,0.082534364,1.2740754,-1.5624695,-1.081267,1.5414529,-0.0069807971,0.93817629,0.41351719
-0.83700737,-1.0000175,-1.1810108,-0.41415422,1.4766865,1.0633165,0.53151066,-1.2616506,0.82605558
0.79098624,-1.5222641,-0.92609548,-0.92326317,-0.30857235,1.1696399,0.85188077,-0.31917053,0.92525598
1.4580272,-0.67984859,-0.085945076,-0.44036013,1.3749894,-1.5698053,-1.3590189,1.1556561,0.5933575
-1.0519063,0.80077495,-0.65228982,-0.54117687,0.11239926,-0.47784757,-1.2162235,0.21025117,0.87575038
-1.5006552,-1.1420352,-1.2952845,-0.20845521,-0.20396931,-0.41880529,-0.14777427,0.18056892,1.1471168
-1.2309934,1.3700976,0.92692827,-1.1729732,-0.23678447,-0.51756161,-0.99013778,-0.11369654,0.46486799
0.75156513,1.1463497,-1.202325,0.62774039,-0.39210447,1.0791088,-1.4633103,1.2121617,0.78317133
-1.4014289,-1.0261877,-0.51557969,0.10691728,0.1911248,0.65908452,-0.20193482,-1.3984638,0.85139768
-0.56325728,-0.34653755,-0.46720115,-1.1737036,0.085594558,1.0644243,-0.78190162,0.10546437,1.1220769
-1.1319687,-0.130491,1.2598804,-0.78758052,-0.55628003,-0.42214515,0.062200834,1.0803029,0.69336467
-0.17660554,-0.19378709,1.000438,0.52782805,1.1583028,-0.3751689,0.88886194,-0.6064591,0.41360195
0.38468996,-0.077934419,-1.5414162,-1.3103176,1.3720093,-0.22743764,0.48713495,-0.61634223,1.2295522
0.51578303,-1.4156993,-0.18501829,-0.63968517,-0.15030595,0.62749536,1.4942722,0.43461694,0.88485479
0.15229649,0.22360979,1.1085473,1.1793625,-0.1085182,-1.3669092,1.5660314,-0.60325742,0.21029221
-0.88586559,0.54543849,0.49613295,-0.338807,-0.52571995,-0.18590861,1.3751582,-1.2212874,0.36623369
-1.1171278,0.1394698,-0.42868688,-0.50540032,1.2756555,0.51434094,1.4663741,-0.19193665,0.9410584
-0.93220782,1.4645352,1.3649759,1.2523571,-1.2480829,-0.32662162,0.2935091,-0.34124079,0.37013277
0.74422892,1.327891,-1.0802849,-0.11298435,1.0415777,0.63970019,-0.91498008,-0.8250849,1.188584
1.4700851,0.57944611,-1.3600271,1.2610108,-1.3150169,-1.1552381,-0.19030006,1.2290107,0.98975668
-1.4019208,0.97537623,1.137351,-1.1505865,-0.61191034,-0.89734669,-0.2409019,-0.096175795,0.67492786
-0.14564944,0.30405161,1.563549,-0.20409381,1.4962228,-0.15501634,0.20146482,-0.85463039,0.60556355
-0.7331177,-0.41991051,-0.37205655,0.55159558,-0.0096177713,0.2655949,0.39371865,-1.2627799,0.5048097
0.16272008,1.4998179,0.12853184,-0.26231472,-0.18960545,1.2989511,-1.1995204,-0.76919577,0.7481078
0.18006206,0.70611512,-0.99583536,-1.4387637,-1.4150297,0.61746301,1.3597871,-0.1183429,1.0877144
-0.349213,-1.1791284,-0.27234695,-0.090705783,-1.2800886,0.24107117,-0.43553716,-0.39777996,0.55188494
-1.1610159,0.76524928,0.75059236,0.15923066,-0.18984829,0.70130887,0.34256759,-0.69336584,0.19718486
0.7619058,-0.69024635,0.29668721,0.85347161,1.1067889,0.83184814,-0.8047188,-0.94773237,0.6860805
-1.2016764,-1.4454896,-0.061666953,0.44124075,-1.448431,0.37480604,1.1543586,-0.36923549,0.69809721
1.2255424,0.61576621,0.29664855,-0.48812655,-0.023849193,1.3411394,-0.63888808,1.1967896,0.72696079
1.1426933,0.26665546,-0.033196811,-0.89549085,-0.3534012,-1.3840302,1.0002516,1.4672533,0.48442298
-0.15256507,1.4778051,-0.42139206,-1.3849451,0.54850986,-1.3287876,-0.73611106,0.45535748,0.47134907
1.1877639,0.080262142,-1.3287174,0.945175,-1.0121967,0.92411452,-0.7811986,1.5226253,0.67438727
-0.26971411,-1.2575748,0.22192296,-0.19198102,1.1552174,0.17165586,-0.079564316,-1.0384454,0.93980474
-0.72926487,-0.75320337,-0.014846944,1.2948198,1.0725771,-0.78488868,0.089993895,-0.68824947,0.93411558
-0.37983207,1.5648722,-0.41117382,-0.2216091,-0.26783969,0.62746381,-1.3262934,-0.34637762,0.85623179
0.094539832,-1.1935469,-1.0888739,-1.378615,0.74092237,-1.3002266,1.4600354,0.78127095,1.2046167
-1.305689,1.2716462,-1.4901754,1.1916856,-1.3201376,-1.4436086,-1.0036799,0.64801249,1.3171804
-0.047063309,-1.1086205,0.54195674,0.4051661,0.0033187811,1.429019,-0.96174337,-0.67868454,0.50105114
0.95751995,0.47181873,-0.45937537,0.71398793,-1.3746879,0.78677336,-0.62482812,0.40992938,0.47813335
-0.078558411,1.3466113,0.6782896,0.28914064,-0.15431304,0.9259477,0.5550339,-0.049770763,0.46082917
-0.055490401,-1.3108462,0.4804115,1.1942562,0.041303699,-1.5160144,-1.4262841,-0.36024222,0.77171629
0.22619045,0.56802604,0.67388457,1.4566167,-0.77444761,0.26581168,-1.3026241,-0.13569806,0.5745679
1.3311632,-0.77833533,-0.34810011,-1.506667,-1.2304161,-0.86373412,-0.56938066,0.33377734,0.39604979
1.5541492,0.67289399,-0.87263407,0.61128952,-1.4565715,-0.70461322,-1.4062265,1.3876954,1.054428
-0.90007143,0.33217615,0.45031555,-0.41231113,0.18523169,-0.75089671,0.19852857,-1.5050088,0.76200316
0.37659153,-1.1189815,-0.65166459,0.14827861,1.1015108,-1.5300676,-1.1667581,1.2634695,0.47635624
1.1698032,0.91998812,0.092867768,0.85143697,-0.45943997,1.5286423,1.4575523,-0.96477673,0.74663524
-1.3528763,-0.99159467,1.0810449,-0.46866337,-0.19436295,0.17263959,-0.76633183,-1.0179889,0.76271367
1.2382747,0.54100109,-0.81489758,0.047918471,-0.5842221,1.5333601,-0.87098266,-1.3745436,0.64183521
0.82267005,-0.37924482,-0.65378669,0.041916197,-0.023369302,1.4652789,-1.3985112,-0.79935456,0.85937344
-0.97564611,-0.52614889,1.3547613,0.74876238,0.68693522,0.16445319,-0.95069413,-0.24757425,0.47587745
1.2157837,-0.48043005,0.52632597,-0.55312273,0.52053825,0.96378129,0.46213262,-0.80988224,0.64229576
0.18729106,1.5267644,0.79794468,-0.01370162,-0.11674245,-0.42369349,-0.46324957,-1.5375123,0.70871315
-0.055398151,-1.2541434,-0.35337071,-0.92288295,0.44709717,1.0390713,0.57468532,-0.61937031,0.87387227
0.44620047,-1.172692,0.98951639,0.63493945,1.2249016,-0.77103247,0.49468133,-1.4873373,0.28443627
-0.64894721,0.1728533,0.70015338,-1.2928777,-1.008108,0.41993847,-1.4378019,1.4207435,0.33444849
-0.8717422,1.5590461,-0.75377831,0.2923156,0.57568728,0.81394323,-1.4991994,-1.5546023,1.0105007
-0.37200479,0.13837097,0.017499807,1.1056167,1.1141818,0.58141872,0.64260917,-0.43580445,0.40646879
0.90418952,0.65953197,-1.3904618,-1.3228928,-0.91713271,0.51175559,-0.84388918,-1.0701026,0.4218443
-0.3389994,-0.061734456,-1.469095,-0.090619494,-0.4551904,-0.4463148,-0.47881526,0.93305136,1.0372685
-1.5678512,0.86800182,-0.76251527,-0.24071391,-0.30131615,-0.22880556,0.71012485,0.71776284,0.8567486
1.1688519,-0.13798307,-0.22819614,0.90257516,-0.45904922,-0.16752407,0.73593621,-0.10708235,0.46612358
0.55542751,0.24054305,0.60386936,1.1035327,-0.56626672,-0.020499276,-1.0169682,-1.3183103,0.36589194
-1.3167259,1.0795596,-0.7228904,0.11597727,-1.1208023,-1.4249084,-0.56491803,-0.51252841,0.97843967
-1.0355752,-1.3881058,-0.57436006,0.25468489,0.57039494,1.5005424,0.23120547,0.18978933,0.9259944
0.82508237,-0.32835217,1.0443441,-0.18061503,-0.94188314,0.20422212,-0.62655979,-1.1080738,0.39695336
0.61502829,-0.0013843952,-0.40457663,-0.65751897,0.31967293,-0.27791593,-0.57807291,-1.2062346,0.91285026
-1.0826912,0.29877757,-0.92827613,0.1634958,0.59247784,1.4256424,-0.16658718,-1.0134328,0.54739133
-1.2702229,-1.2069528,1.2929296,1.3333934,0.78862011,1.2179434,0.83642727,0.081528923,0.57186283
-1.2932685,0.51968328,0.072380898,0.26797981,-1.2814064,1.1431068,-0.48155257,-0.76726392,0.3365483
-1.546328,-0.23676206,-1.0274454,0.26436954,1.1712968,-1.4428545,-1.160275,0.3877245,0.48374378
1.0882946,0.44842502,-1.2725869,-1.1191392,1.0312659,0.8039336,1.3742138,-1.4137604,0.31190829
0.09921068,-0.6854029,1.2109925,0.53119681,-0.88601741,0.55968124,1.0119214,-0.43773311,0.39919645
-0.24970084,0.87606953,0.91821503,-0.7953162,0.50490268,-0.68198676,1.3247954,0.55859006,0.78776151
-0.097680053,0.68502643,1.2389667,1.0019736,0.36666294,-1.1986012,1.496426,0.69950701,0.39388431
-0.32260462,0.17860462,0.47497741,-0.0068643883,-1.2871678,-1.0244024,0.20986815,1.5007066,0.65876517
-1.1229809,-0.49688062,-0.077764075,0.77862907,0.051879229,0.06352329,-1.2719884,-1.0665724,0.92602982
0.25566775,-0.098278554,-0.59839034,-1.34951,-0.52632558,-0.5668855,-0.79078093,-0.17863376,0.57116125
-1.1120607,-0.107427,-1.2676677,1.4265052,0.32218967,-0.82539652,-0.50129419,-0.49089329,1.066586
-0.038683926,1.521048,-0.59473986,0.91652999,0.096282544,0.21177719,1.2233202,-0.21993557,0.56524888
-1.3556976,1.5132082,0.041780577,0.77348795,0.7945542,0.97398613,1.4301093,-1.0905778,0.57656376
-0.812887,1.1563614,-1.5074217,-0.34278741,-1.1451938,-0.34857053,-0.40504529,1.3989872,0.9114802
0.43308198,0.728369,0.59607129,1.4864234,0.69472784,1.483297,-0.74483411,-1.4296512,0.31103579
-0.26104328,-0.9745334,-0.089607085,1.1819326,0.65613404,-0.62142613,0.91020929,-1.5004437,0.44544464
-0.08906851,-1.4738271,-1.489095,0.21219571,1.4609859,-0.1375941,0.76107824,0.3905409,1.3972869
1.4700851,0.57944611,-1.3600271,1.2610108,-1.3150169,-1.1552381,-0.19030006,1.2290107,0.98975668
0.17245843,-0.27222079,-0.046991607,0.48425303,1.4979454,0.16387984,-1.0750869,0.20293719,1.0360416
-1.5640903,0.11568562,-1.3136701,-0.27686392,-0.10471603,0.65150316,0.5573383,-0.073031357,1.0768147
0.61633182,0.31853968,-0.99844971,0.90933847,0.50530598,0.47816032,0.13935215,-0.70556578,0.68863348
-0.29359001,0.38606582,-1.1308781,-1.5285309,-1.1968199,-1.5347119,1.0666748,1.1788037,0.63920641
0.81841984,0.4287883,-1.1533903,-0.45113292,0.32325321,-0.10770709,1.0962996,1.4828263,0.87271994
0.86710138,-1.386527,1.3191226,1.4283677,-1.3023238,0.050997186,-0.19556022,1.1097192,0.58780924
0.50067334,0.041325236,-1.3470891,0.6128324,1.1851585,0.65425367,1.3191357,-1.0713576,0.30382253
-0.248847,-1.4082533,0.31933541,-0.40481681,-0.07220077,0.92696851,1.2268748,-0.48410977,0.21101425
-0.024896856,-0.37574255,0.21990469,-0.66441565,0.058453574,1.1797105,0.053817056,0.030909611,0.87795666
0.40936659,-0.54382828,0.60316041,0.94690716,1.5235332,1.1609517,-0.50046828,-1.2179202,0.15844158
1.5399649,1.457647,-1.1893481,-0.60876038,-0.51645811,0.093030016,0.13411864,-0.25297845,0.6746605
-0.11899748,1.5275567,1.3669809,1.1862897,-0.86956411,1.4270616,1.4052518,-0.499286,0.78629642
-0.038009275,-0.6612797,1.3895615,-1.2182542,0.094498106,1.3725855,-0.18289733,0.50780677,0.44175459
-0.21149853,0.29704009,1.5285184,-1.1671535,0.69177136,0.34858858,0.23180156,1.1715603,0.70375431
-1.2951947,0.20731682,-0.8353306,-0.032234366,1.5268211,-0.022238553,-0.99847064,1.4149972,1.0449085
0.76940292,1.2913639,0.72970788,-0.25427336,-1.4316122,-0.77112875,-0.0086395794,-0.61100304,0.38925299
1.4576068,-0.53818357,-0.011573573,-1.3551029,1.3269714,1.1682568,-0.075373152,0.80979375,0.9969765
-1.1784429,0.83958668,-0.62432391,-0.69189578,0.40059929,-0.067377723,0.38504903,0.13370418,1.1706841
0.53503365,1.444455,-0.76078508,0.6207993,-1.498467,-0.53951472,0.36474519,-0.74666726,0.31622523
-1.507325,-0.95947474,0.84982187,1.0701478,1.4507107,0.95044112,-0.91619793,-1.3250523,0.16444067
-1.5444204,-0.76887856,-1.4037339,-0.848421,-1.1132647,1.0202367,-0.10834882,0.48528271,0.74027891
0.87390438,-0.76963297,-0.96261329,-0.2650215,-0.93643352,-1.2072818,-1.5544063,-0.12637152,1.1122235
-1.1492075,-0.28047174,0.57690783,-1.3118292,-0.73608735,-0.3699311,-1.5457604,0.29989814,0.30006956
-1.3794238,-0.50097047,-1.1753186,-1.3708205,0.68297035,-0.010240059,-0.76266819,-0.84352179,1.3939595
-0.22627228,-1.2436169,1.4167344,1.3516968,0.29758842,-0.67834564,-0.45894616,0.96151763,0.58559772
1.5694737,-1.1036774,0.33239201,0.76060449,0.13974329,-1.3712202,0.76548464,0.63724253,0.9676011
0.73999362,-1.3974543,-0.64237618,-1.2228263,-1.4288417,0.42277411,-1.2066669,-0.58281285,0.37007184
1.0603468,0.58149006,0.7062382,-0.51634084,-0.66060297,1.2832103,1.2431289,-0.52336731,0.5295714
1.2590854,0.26526531,0.18176653,0.88707531,-1.0942971,0.46835567,0.68950799,-0.8739369,0.39094399
-0.86753878,-1.3090537,-1.1149833,0.73341353,0.70986103,-1.1879907,1.2833355,-0.25627032,1.1264575
-1.3438117,0.38528027,1.5686665,0.61063716,0.97356012,0.23528148,1.4734828,1.0732234,0.24124425
1.526954,-0.091313533,0.73237329,-0.61999375,0.053725306,-0.083326609,1.2856958,-1.0102178,0.42074982
-0.35073654,1.3129634,-1.5410831,-0.18606166,-1.1970095,-0.89801631,-1.2831606,0.81488019,1.1956055
-1.3608775,1.0890526,0.0063306573,-0.49972361,1.2798262,-0.57066452,-0.75932081,0.065647641,0.83521485
-0.67936418,0.096921589,0.55311125,0.63435417,0.2402095,0.26926411,0.9199986,-0.61660041,0.21713228
1.2400354,-0.20267105,0.75458544,-0.59461995,1.0996875,0.9639656,0.34854613,-1.3358151,0.37211522
-1.0968035,-0.99588417,0.041270908,1.510715,1.0981878,0.13071342,0.032057271,-1.1690121,0.46922445
-0.2146629,-0.41031105,-0.97007477,0.92997169,-0.28115022,-0.35581301,1.2345914,0.56318059,0.6756997
0.62075456,-1.3141821,0.14593213,-0.73376336,-0.00052558185,-1.359883,0.81390893,1.3697726,0.56871816
1.1991811,1.4361707,-0.92633288,0.74804278,0.59824059,1.3733966,-1.4442012,-1.0603618,0.95657838
-0.10450621,-1.2368375,1.4405143,-0.89863008,1.5038893,-0.7842368,0.77480077,-0.69798789,0.46113586
1.4970127,1.4338041,1.3662829,0.76778771,1.4281193,-1.1765188,-1.4941583,-0.30596157,0.51474026
1.4065183,1.4352473,0.75944027,-1.5673245,0.64912523,0.52011114,-0.10319458,1.0451901,0.73313233
0.089599801,1.0611151,-0.22053718,0.31365774,1.5198493,-0.98125785,-0.97517703,-0.068730688,0.98708443
-1.0978155,-1.4469054,-1.2785518,0.76835901,-1.3525546,0.20590107,0.42226961,1.4169264,0.64990662
0.76486087,-1.377868,-0.087225444,0.87504329,0.78866107,0.39309498,-0.4794405,-0.74747665,0.88195683
1.3748562,0.94070795,-0.15321579,-0.99303384,-0.093809497,0.048470368,0.93245284,-1.2003917,0.76227267
-0.20637821,-0.036948847,0.41439513,0.58193919,-0.013351603,0.72234434,0.5073603,-0.54894751,0.17750003
0.55169531,-0.6475404,0.52098863,0.59589432,1.0023571,1.0755268,0.46900153,1.4040003,0.38269019
-0.88858578,-0.72710641,-1.3556489,1.3673888,1.1551362,-0.66483373,-0.4765229,-0.59843846,1.2568649
-1.4982709,0.22637597,-0.26272507,1.5284398,-0.06299492,1.029709,-1.4641046,1.1972239,1.0774068
-0.63509133,0.20135128,0.46177116,0.65897839,-1.2255537,0.60413596,0.95368135,0.98876949,0.11944426
1.3082542,0.20475183,0.38335604,-1.2021484,1.4933049,1.4574909,-0.77345557,1.2694074,0.75819697
0.18501733,0.17183182,-1.5467639,-1.4531553,0.47166457,0.56825898,-1.0625411,-0.31884245,1.083311
-0.88605389,-0.040155654,-0.53914259,-0.59551888,0.63343319,1.1523684,0.47727886,1.3839427,1.0491978
-0.54456603,-1.4500254,0.60160793,0.40216893,0.73675583,-1.1028184,-0.39592214,1.0904008,0.73306046
0.54865771,-0.060065884,-0.38429766,-0.30741953,1.0455972,-0.26799629,-1.2052202,-1.177844,0.99531841
-0.70054795,-0.54054948,-0.43852905,0.80362048,0.59148315,1.3054188,-1.4575712,-0.41787815,0.93380104
0.84033778,-0.18954878,0.89970554,0.48864461,-0.93375742,0.25702444,-0.43558152,1.5619194,0.53692982
0.90124034,-0.40572163,1.4605902,1.1364408,-1.4785912,1.5330751,1.5568006,-1.5602348,0.54436687
-0.37802846,-0.72612177,-1.5681705,-0.94112568,1.2316713,0.78599677,0.96132095,-0.10257195,0.92715013
0.75823271,0.55238549,0.095790172,-0.048020702,-0.22616352,-0.68882515,-0.92667243,1.0196504,0.54897974
0.590861,-0.23436204,1.2653011,-1.0318469,0.94492451,-0.81184816,-0.74173151,0.92577947,0.50247636
-1.316827,0.5558671,-0.62315527,-0.73347828,1.0308561,0.47590784,0.14475538,1.5625683,1.1663577
1.4199404,-1.0644341,0.0090410656,-0.58295935,1.1691497,-1.231221,0.18033151,0.4764113,0.6465978
1.5592498,0.4577567,0.97855599,-1.2474771,-1.3704401,-1.2297906,1.2057685,0.87533007,0.31717038
0.10604755,1.1621375,-0.36684297,-0.25530229,0.98038612,-0.30455438,1.5225887,0.22357618,0.95489507
-0.14429008,0.40480656,-0.64951901,0.94472792,0.96067215,-1.5535167,0.33857893,-0.94326292,1.0392873
0.41731538,0.92286531,-0.072431629,-1.2134571,0.21902603,0.50671506,0.31802921,-0.74825377,0.85982477
-0.96824286,-0.067643725,-0.44230316,-0.22620045,-0.82297623,0.28724471,1.4256557,-0.87172026,0.80121453
-0.74333178,-1.3177887,1.1014639,1.4685938,0.35490448,1.0568611,-0.040282367,0.55632926,0.089532837
0.51782218,0.2934443,1.4058689,-1.3573891,-0.7465397,1.4126632,1.5003851,-1.5247674,0.3366992
0.6484311,-1.5053202,0.56123568,0.58801622,-0.40818378,-0.052606267,-0.45505757,-0.50899719,0.83439545
1.2667821,1.2044151,-0.90050524,0.53104444,-0.47749119,1.5369674,0.48707192,1.3407494,0.64896362
-0.34752022,-1.3075105,-0.15700388,0.82532206,0.79565056,1.3078062,-0.44714541,-0.12169526,0.5547089
-0.097195271,-1.4893577,-0.1696222,-1.5491078,-0.9396288,0.89474821,0.26838145,-1.3350989,1.0493463
1.1991811,1.4361707,-0.92633288,0.74804278,0.59824059,1.3733966,-1.4442012,-1.0603618,0.95657838
0.50866664,-1.0473858,0.33425668,1.4518449,-1.4173094,-1.1223292,0.70583661,1.3511218,0.74901448
-1.1688504,0.62609799,-1.2620346,0.57383123,0.53746788,-1.0233354,0.69319905,0.19745775,1.1884959
-1.4525398,0.3818669,-1.1772688,-1.4866504,0.19570759,-1.2732692,-0.85947575,-1.4880354,0.82931934
-0.7010337,-1.2307089,-0.43001739,-0.4519627,0.58448426,0.47998382,0.19120633,1.2046559,1.2677951
0.24321923,-0.50328219,-0.8069678,-0.51597264,0.81515237,-1.155042,0.82176062,-0.051843405,1.1809585
-0.68344194,0.58539124,0.76421417,-0.26049629,0.19780503,-1.2240166,-0.38395169,-0.16112078,0.80435469
0.84844248,1.2885825,0.1344315,-0.26737491,0.33986943,-1.1096163,-0.43509483,-0.25328546,0.79759713
